	ID	Title	Ressort	Date
373785	z00100373794	Jeans für die Vitrine	Wirtschaft	2013
373791	z00100373800	Helft ihnen, jetzt!	Wirtschaft	2013
373801	z00100373810	Last Exit Buchhaltung	Wirtschaft	2013
373809	z00100373818	Altmaier und Kraft kämpfen in Brüssel für Ökostrom-Rabatte	Wirtschaft	2013
373812	z00100373821	Keine Angst vor den Chinesen	Wirtschaft	2013
373814	z00100373823	Das Versagen Amerikas	Wirtschaft	2013
373823	z00100373832	China drosselt die industrielle Produktion	Wirtschaft	2013
373826	z00100373835	Angst vor der Minderheit	Wirtschaft	2013
373829	z00100373838	Was passiert, wenn die USA pleitegehen?	Wirtschaft	2013
373839	z00100373848	USA gewinnen das Rennen um billige Energie	Wirtschaft	2013
373842	z00100373851	Wann kommt PapiLeaks?	Wirtschaft	2013
373850	z00100373859	Wer nicht zockt, verliert	Wirtschaft	2013
373865	z00100373874	Die 100.000-Euro-Frage	Wirtschaft	2013
373869	z00100373878	Irische Zentralbank erwägt Berufsverbot für höhnische Manager	Wirtschaft	2013
373895	z00100373904	Rücklagen gesetzlicher Krankenversicherung auf Rekordhoch	Wirtschaft	2013
373896	z00100373905	USA und Schweiz beenden Steuerstreit	Wirtschaft	2013
373909	z00100373918	Sterben für deutschen Kohlestrom	Wirtschaft	2013
373911	z00100373920	Steinbrücks Unbekannte	Wirtschaft	2013
373916	z00100373925	Das Tor zur Provinz	Wirtschaft	2013
373924	z00100373933	"""Endlich wird das Maklergeschäft vernünftig geregelt"""	Wirtschaft	2013
373930	z00100373939	Briten schicken Flugzeug mit einer Million Euro nach Zypern	Wirtschaft	2013
373936	z00100373945	Somalias Piraten vergeht die Lust am Kapern	Wirtschaft	2013
373942	z00100373951	Tödliche Puzzlestücke	Wirtschaft	2013
373949	z00100373958	Ein Nobelpreis für die Finanzmärkte	Wirtschaft	2013
373954	z00100373963	Vor ihr stehen die Banker stramm	Wirtschaft	2013
373959	z00100373968	Portugal streicht 30.000 Stellen im öffentlichen Dienst	Wirtschaft	2013
373960	z00100373969	Air Berlin streicht 900 Stellen	Wirtschaft	2013
373963	z00100373972	Teurer Boom am Bau	Wirtschaft	2013
373964	z00100373973	Der Kampf um die Häuser	Wirtschaft	2013
373974	z00100373983	Fast jede zweite Krankenkasse unter Manipulationsverdacht	Wirtschaft	2013
373987	z00100373996	EU-Finanzplan bis 2020 steht	Wirtschaft	2013
374005	z00100374014	"""Die Energiewende zahlen wir nicht aus der Portokasse"""	Wirtschaft	2013
374013	z00100374022	EU-Bankenaufsicht will schwache Institute abwickeln	Wirtschaft	2013
374014	z00100374023	Die Angst vor einer Sues-Blockade	Wirtschaft	2013
374016	z00100374025	EZB belässt Leitzins auf Rekordtief	Wirtschaft	2013
374018	z00100374027	"""YouTube ist ein Konkurrent"""	Wirtschaft	2013
374019	z00100374028	Zahl der Selbstanzeigen 2013 verdreifacht	Wirtschaft	2013
374020	z00100374029	"""Das Schlimmste, was uns passieren konnte, war die Revolution"""	Wirtschaft	2013
374039	z00100374048	Die Verflochtenen	Wirtschaft	2013
374042	z00100374051	Land weg, Bauer weg	Wirtschaft	2013
374047	z00100374056	Bitte nicht schon wieder	Wirtschaft	2013
374059	z00100374068	Die Geschichte des weißen Mannes	Wirtschaft	2013
374079	z00100374088	Weißes Geld willkommen	Wirtschaft	2013
374081	z00100374090	Milliarden mit Kriegsschiffen	Wirtschaft	2013
374089	z00100374098	"""Spiegel""-Verlag gibt Trennung von Chefredakteuren bekannt"	Wirtschaft	2013
374093	z00100374102	Altmaiers neues Problem mit der Endlagersuche	Wirtschaft	2013
374100	z00100374109	Dow Jones erreicht neuen Rekord	Wirtschaft	2013
374101	z00100374110	Fitch straft Italien nach Wahlpatt ab	Wirtschaft	2013
374114	z00100374123	"""Sie brauchen ein neues Gelenk"""	Wirtschaft	2013
374116	z00100374125	Banken wollen Dispozinsen online veröffentlichen	Wirtschaft	2013
374127	z00100374136	Grüne wollen Minijob-Einkommen auf 100 Euro kappen	Wirtschaft	2013
374147	z00100374156	47.000 Selbstanzeigen von Steuerhinterziehern seit 2010	Wirtschaft	2013
374157	z00100374166	Joe Kaeser wird neuer Siemens-Chef	Wirtschaft	2013
374159	z00100374168	Unverdientes Vermögen	Wirtschaft	2013
374167	z00100374176	Mehdorn kann BER-Zeitplan nicht halten	Wirtschaft	2013
374178	z00100374187	Hinter dicken Mauern	Wirtschaft	2013
374189	z00100374198	Commerzbank will Staatshilfe zurückgeben	Wirtschaft	2013
374206	z00100374215	Die Luft bleibt dünn	Wirtschaft	2013
374222	z00100374231	Griechische Wahrheiten	Wirtschaft	2013
374242	z00100374251	Weg mit der Kohle!	Wirtschaft	2013
374246	z00100374255	US-Notenbank fährt Konjunkturprogramm leicht zurück	Wirtschaft	2013
374252	z00100374261	"""Diese Faktenresistenz nervt tierisch"""	Wirtschaft	2013
374256	z00100374265	Monti will Italien als EU-Beitragszahler entlasten	Wirtschaft	2013
374259	z00100374268	Griechenland nach den Kürzungen – ein Gedicht	Wirtschaft	2013
374264	z00100374273	"""Wir wussten, dass es Personalengpässe gibt"""	Wirtschaft	2013
374272	z00100374281	Zentralbank lehnt längere Laufzeiten für Griechenland-Bonds ab	Wirtschaft	2013
374276	z00100374285	Die offene Währungsunion	Wirtschaft	2013
374278	z00100374287	Der exklusive Energie-Klub des Umweltministers	Wirtschaft	2013
374280	z00100374289	US-Aufsichtsbehörde verklagt Großbank J.P. Morgan	Wirtschaft	2013
374294	z00100374303	Neues Energie-Design	Wirtschaft	2013
374295	z00100374304	Yellen soll US-Notenbankchefin werden	Wirtschaft	2013
374307	z00100374316	Bahn wehrt sich gegen Entschädigungspflicht	Wirtschaft	2013
374311	z00100374320	Deutsche Unternehmen wollen mehr einstellen und investieren	Wirtschaft	2013
374314	z00100374323	Die zweifelhafte Rolle von Politikern in Aufsichtsräten	Wirtschaft	2013
374322	z00100374331	Ach, Karstadt!	Wirtschaft	2013
374331	z00100374340	Deutschland warnt vor Scheitern der Jahrhundertreform	Wirtschaft	2013
374341	z00100374350	Schwarz-Gelb entledigt sich eines Reizthemas	Wirtschaft	2013
374349	z00100374358	"""Stress Protect Deo"""	Wirtschaft	2013
374351	z00100374360	Wolken ziehen auf	Wirtschaft	2013
374353	z00100374362	EU-Kommissar Oettinger schönt Subventionsbericht	Wirtschaft	2013
374395	z00100374404	Da braut sich was zusammen	Wirtschaft	2013
374398	z00100374407	"""Man wird zur Verlängerung der Maschine"""	Wirtschaft	2013
374406	z00100374415	"""Von Dermatologen getestet"""	Wirtschaft	2013
374408	z00100374417	Zyperns größte Bank plädiert für Zwangsabgabe	Wirtschaft	2013
374410	z00100374419	Die eiserne Kanzlerin lässt Milde walten	Wirtschaft	2013
374415	z00100374424	Ärger im eigenen Laden	Wirtschaft	2013
374419	z00100374428	Was Arbeit in Europa kostet	Wirtschaft	2013
374421	z00100374430	EU-Staaten einigen sich auf 960-Milliarden-Obergrenze	Wirtschaft	2013
374423	z00100374432	"""Die Bösen sind also wir"""	Wirtschaft	2013
374426	z00100374435	Black Box in der Daddelhalle	Wirtschaft	2013
374462	z00100374471	Die Zentralbank macht Druck	Wirtschaft	2013
374465	z00100374474	Der Tod kommt aus Deutschland	Wirtschaft	2013
374476	z00100374485	Unternehmer Artur Braun ist tot	Wirtschaft	2013
374477	z00100374486	Rösler beschenkt die Solarfreunde	Wirtschaft	2013
374481	z00100374490	Freitod in der Chefetage	Wirtschaft	2013
374509	z00100374518	"""Himalajasalz"""	Wirtschaft	2013
374511	z00100374520	Das Steuerparadies in unseren Köpfen	Wirtschaft	2013
374518	z00100374527	Misstrauen gegen uns alle	Wirtschaft	2013
374520	z00100374529	Wachstum in Brasilien bricht ein	Wirtschaft	2013
374527	z00100374536	Rund 4000 Stellen weniger bei der Commerzbank?	Wirtschaft	2013
374528	z00100374537	Rösler stellt sich gegen Altmaiers Vorstoß zur Ökostrom-Umlage	Wirtschaft	2013
374532	z00100374541	Erlöschende Stars	Wirtschaft	2013
374541	z00100374550	Lufthansa-Chef Franz geht	Wirtschaft	2013
374558	z00100374567	Honorar für niedergelassene Ärzte steigt	Wirtschaft	2013
374580	z00100374589	Auf dem reichen Auge blind	Wirtschaft	2013
374607	z00100374616	Weihnachtspäckchen von Amazon könnten zu spät kommen	Wirtschaft	2013
374616	z00100374625	Raus mit den Rivalen	Wirtschaft	2013
374633	z00100374642	Ein Reförmchen ist zu wenig	Wirtschaft	2013
374646	z00100374655	Deutschland spart 40 Milliarden Euro	Wirtschaft	2013
374678	z00100374687	Nutzen statt besitzen	Wirtschaft	2013
374679	z00100374688	Die Strategie konnte nicht aufgehen	Wirtschaft	2013
374689	z00100374698	Allianz rechtfertigt Spekulationen mit Lebensmitteln	Wirtschaft	2013
374693	z00100374702	Der Schweizer Klassenkampf	Wirtschaft	2013
374699	z00100374708	"""Reformer haben wenig Chancen"""	Wirtschaft	2013
374701	z00100374710	Das Geld hält sie zusammen	Wirtschaft	2013
374706	z00100374715	Griechenlands neue Anti-Euro-Partei	Wirtschaft	2013
374727	z00100374736	Die Altruisten gewinnen	Wirtschaft	2013
374728	z00100374737	Chinas größter Onlinehändler Alibaba zersplittert	Wirtschaft	2013
374737	z00100374746	Das Großversagen	Wirtschaft	2013
374747	z00100374756	Mehr muss es nicht sein	Wirtschaft	2013
374757	z00100374766	Kostbares Nass	Wirtschaft	2013
374771	z00100374780	Gewerkschaft wirft Berggruen Wortbruch vor	Wirtschaft	2013
374775	z00100374784	Im Kanton Übrig	Wirtschaft	2013
374777	z00100374786	Energieversorger dürfen säumigen Kunden den Strom abstellen	Wirtschaft	2013
374789	z00100374798	"""Wir versuchen die Leute zu warnen"""	Wirtschaft	2013
374792	z00100374801	Wirtschaft in Euro-Zone erholt sich	Wirtschaft	2013
374798	z00100374807	Das Dax-Risiko	Wirtschaft	2013
374807	z00100374816	US-Reifenfabrikant nennt Frankreichs Regierung Extremisten	Wirtschaft	2013
374827	z00100374836	US-Autokonzerne knüpfen an Glanzzeiten vor Krise an	Wirtschaft	2013
374840	z00100374849	EU-Kommission senkt Prognose für Euro-Zone	Wirtschaft	2013
374841	z00100374850	Die Gerechtigkeitslücke im Steuersystem	Wirtschaft	2013
374845	z00100374854	Acht Jahre Arbeit	Wirtschaft	2013
374849	z00100374858	Deutsche-Bank-Experten warnten vor Lebensmittelspekulationen	Wirtschaft	2013
374859	z00100374868	Lass uns tauschen	Wirtschaft	2013
374881	z00100374890	Würden die Näherinnen aus Bangladesch oder Indien mehr davon haben, wenn wir bereit wären, mehr für Kleidung auszugeben?	Wirtschaft	2013
374892	z00100374901	Steigt zu uns hinab!	Wirtschaft	2013
374897	z00100374906	"""Ohne Ende"""	Wirtschaft	2013
374898	z00100374907	Krankenkassen diskriminieren alte Menschen	Wirtschaft	2013
374908	z00100374917	Merkel will Dauer von Leiharbeit begrenzen	Wirtschaft	2013
374915	z00100374924	Schäuble erwartet drittes Hilfspaket für Griechenland	Wirtschaft	2013
374917	z00100374926	Pekinger Zauberei	Wirtschaft	2013
374935	z00100374944	"Draghi sieht ""viele ermutigende Zeichen"" in der Euro-Zone"	Wirtschaft	2013
374937	z00100374946	"""Die Politik ist verstrickt"""	Wirtschaft	2013
374961	z00100374970	Zyperns Notenbank befürchtet Veto aus Brüssel	Wirtschaft	2013
374973	z00100374982	Deutsche Banken investieren Milliarden in Atomwaffenhersteller	Wirtschaft	2013
374975	z00100374984	Neue Bürger aus dem Süden	Wirtschaft	2013
374980	z00100374989	Baustelle Netz	Wirtschaft	2013
374989	z00100374998	Bank of England koppelt Leitzins an Arbeitslosenquote	Wirtschaft	2013
374998	z00100375007	Moscovici beteuert den Sparwillen Frankreichs	Wirtschaft	2013
375001	z00100375010	SPD will bundesweite Steuerfahndung	Wirtschaft	2013
375002	z00100375011	Die Bahn will Anglizismen vermeiden	Wirtschaft	2013
375003	z00100375012	Geld ist Glaubenssache	Wirtschaft	2013
375007	z00100375016	EU-Krisenstaaten locken wieder mehr Investoren	Wirtschaft	2013
375017	z00100375026	Die wundersame Welt der Winzlinge	Wirtschaft	2013
375065	z00100375074	SPD nennt Kritik an Steinbrück Schmutzkampagne	Wirtschaft	2013
375066	z00100375075	Einer für alle?	Wirtschaft	2013
375068	z00100375077	SPD lehnt Altmaiers Stromkostenbremse ab	Wirtschaft	2013
375075	z00100375084	Deutschland hat Stromexporte 2012 massiv gesteigert	Wirtschaft	2013
375080	z00100375089	Angestellte der Länder bekommen 5,6 Prozent mehr Gehalt	Wirtschaft	2013
375083	z00100375092	Preise machen Freude!	Wirtschaft	2013
375088	z00100375097	Kleine Bank, große Abzocke	Wirtschaft	2013
375107	z00100375116	Altmaier prophezeit Kosten von bis zu einer Billion für Energiewende	Wirtschaft	2013
375112	z00100375121	Der Außenseiter	Wirtschaft	2013
375114	z00100375123	Kräftiger Wirtschaftsaufschwung in Deutschland erwartet	Wirtschaft	2013
375118	z00100375127	Mehr Jobs, mehr Armut	Wirtschaft	2013
375123	z00100375132	Älteste Schweizer Bank gesteht Beihilfe zur Steuerhinterziehung ein	Wirtschaft	2013
375129	z00100375138	Wowereit lehnt schrittweise BER-Eröffnung ab	Wirtschaft	2013
375141	z00100375150	Der Weitermacher	Wirtschaft	2013
375152	z00100375161	Marissa Mayer führt Yahoo wieder ins Umsatzplus	Wirtschaft	2013
375171	z00100375180	Japan will mit ESM-Ankäufen eigene Währung schwächen	Wirtschaft	2013
375183	z00100375192	Zuschuss für alles	Wirtschaft	2013
375187	z00100375196	Auf der Suche nach Adam Smith	Wirtschaft	2013
375190	z00100375199	Griechische Regierung entlässt Tausende Beamte	Wirtschaft	2013
375205	z00100375214	Letzte Chance für die ThyssenKrupp-Chefs	Wirtschaft	2013
375207	z00100375216	Bankrott in Brasilien	Wirtschaft	2013
375211	z00100375220	Urabstimmung über Streik bei Amazon läuft	Wirtschaft	2013
375215	z00100375224	100 Jahre billiges Geld	Wirtschaft	2013
375223	z00100375232	Zentralbank senkt Leitzins auf 0,25 Prozent	Wirtschaft	2013
375230	z00100375239	Apple überrascht positiv trotz Gewinnrückgangs	Wirtschaft	2013
375239	z00100375248	Wie der Fracking-Boom der USA indische Bauern ruiniert	Wirtschaft	2013
375246	z00100375255	Bundesregierung beschließt Steuerabkommen mit den USA	Wirtschaft	2013
375252	z00100375261	Gekauftes Glück?	Wirtschaft	2013
375255	z00100375264	"""Raritäten"""	Wirtschaft	2013
375261	z00100375270	Die Unbelauschbaren	Wirtschaft	2013
375272	z00100375281	Warum Griechenland noch im Euro ist	Wirtschaft	2013
375274	z00100375283	Frist abgelaufen, Einigung verfehlt	Wirtschaft	2013
375275	z00100375284	BP wird seine Vergangenheit nicht los	Wirtschaft	2013
375295	z00100375304	Gute Aussichten für Exportmeister Deutschland	Wirtschaft	2013
375301	z00100375310	BA-Experte fordert geringeren Ost-Mindestlohn	Wirtschaft	2013
375312	z00100375321	China überholt die EU bei Gesundheitsstandards	Wirtschaft	2013
375313	z00100375322	Griechenland will Umschuldung statt Hilfspaket	Wirtschaft	2013
375350	z00100375359	Ärger mit den Erben	Wirtschaft	2013
375351	z00100375360	Euro-Länder geben Zypern-Hilfe frei	Wirtschaft	2013
375367	z00100375376	Apples steuerfreies Imperium	Wirtschaft	2013
375380	z00100375389	Ich? Ich doch nicht!	Wirtschaft	2013
375391	z00100375400	"""Das nordische Modell stärken"""	Wirtschaft	2013
375397	z00100375406	Licht auf dem Graumarkt	Wirtschaft	2013
375405	z00100375414	Das Geschäft mit dem schlechten Ruf	Wirtschaft	2013
375417	z00100375426	Was ist Lebensqualität?	Wirtschaft	2013
375433	z00100375442	Der Immobilienkonzern IVG wackelt	Wirtschaft	2013
375440	z00100375449	Das Ende der Mainzelmännchen?	Wirtschaft	2013
375443	z00100375452	Berliner Unternehmer Dussmann gestorben	Wirtschaft	2013
375448	z00100375457	Bahnhof der Eitelkeiten	Wirtschaft	2013
375468	z00100375477	Bundestag hebt Verbot für Nachtspeicherheizungen auf	Wirtschaft	2013
375471	z00100375480	Euro-Zone verharrt in der Rezession	Wirtschaft	2013
375478	z00100375487	"""Fleisch"""	Wirtschaft	2013
375488	z00100375497	Indien ermordet seine Frauen	Wirtschaft	2013
375491	z00100375500	Klassenkampf ist mühsam	Wirtschaft	2013
375501	z00100375510	Cromme verlässt Aufsichtsrat von ThyssenKrupp	Wirtschaft	2013
375516	z00100375525	Keine Verbindung	Wirtschaft	2013
375520	z00100375529	Gewerkschaft dringt auf mehr Personal	Wirtschaft	2013
375528	z00100375537	Hände weg, ihr Wahlkämpfer	Wirtschaft	2013
375535	z00100375544	Die russischen Milliarden auf Zypern	Wirtschaft	2013
375543	z00100375552	Amerikas Konzerne im Kaufrausch	Wirtschaft	2013
375553	z00100375562	Bundesbank macht weniger Gewinn als erwartet	Wirtschaft	2013
375565	z00100375574	Siemens-Chef Löscher muss gehen	Wirtschaft	2013
375571	z00100375580	Blackberry macht knapp eine Milliarde Dollar Verlust	Wirtschaft	2013
375572	z00100375581	Bloß nichts verlieren	Wirtschaft	2013
375606	z00100375615	Unter Druck	Wirtschaft	2013
375634	z00100375643	Pädagogik fürs Volk	Wirtschaft	2013
375637	z00100375646	Europaparlament stoppt Reform des Emissionshandels	Wirtschaft	2013
375638	z00100375647	Das nächste große Ding	Wirtschaft	2013
375639	z00100375648	Schenken bringt nichts	Wirtschaft	2013
375665	z00100375674	"""Bei Weitem nicht genug geschehen"""	Wirtschaft	2013
375673	z00100375682	Ecuador will in Amazonas-Nationalpark nach Öl bohren	Wirtschaft	2013
382372	z00100382381	Bayern macht Transplantationszentren dicht	Wissen	2013
382379	z00100382388	Billig ist nicht immer schlecht	Wissen	2013
382381	z00100382390	Smog-Chaos in Chinas Millionenmetropole Harbin	Wissen	2013
382383	z00100382392	Alles so sauber	Wissen	2013
382397	z00100382406	Notfall statt Nervenkitzel im Eismeer	Wissen	2013
382399	z00100382408	Die Spinne im Pool	Wissen	2013
382403	z00100382412	Migranten, Heimweh, Raubkopien	Wissen	2013
382404	z00100382413	Die Ur-ZEIT	Wissen	2013
382409	z00100382418	Klimarat erwartet weit höheren Anstieg des Meeresspiegels	Wissen	2013
382410	z00100382419	EU will Schadstoffbegrenzung in deutschen Städten erzwingen	Wissen	2013
382411	z00100382420	Im Packeis tobt das Leben	Wissen	2013
382412	z00100382421	Ein Badesee für Marsianer	Wissen	2013
382419	z00100382428	Pinguinen wurde Fliegen zu anstrengend	Wissen	2013
382424	z00100382433	Hubschrauber soll Schiffspassagiere aus der Antarktis retten	Wissen	2013
382426	z00100382435	Drei ISS-Astronauten kehren zur Erde zurück	Wissen	2013
382427	z00100382436	Durchleuchteter Nachwuchs	Wissen	2013
382428	z00100382437	Schläfert Peta mutwillig Hunde und Katzen ein?	Wissen	2013
382432	z00100382441	Ein neuer Kontinent	Wissen	2013
382441	z00100382450	Die letzten Minuten des John F. Kennedy	Wissen	2013
382463	z00100382472	Wie die Stühle sitzen lernten	Wissen	2013
382464	z00100382473	Kann man gegen Wein allergisch sein?	Wissen	2013
382465	z00100382474	Die Welt ist um 1,5 Millionen Quadratkilometer Wald ärmer	Wissen	2013
382477	z00100382486	Auftakt zum Großen Morden	Wissen	2013
382481	z00100382490	Ein Feuerball mit der Energie von 500 Kilotonnen Sprengstoff	Wissen	2013
382489	z00100382498	Auf glattem Eis	Wissen	2013
382490	z00100382499	Tausende Briten aßen Pferdefleisch statt Rind	Wissen	2013
382491	z00100382500	Archäologen als Ideologen	Wissen	2013
382493	z00100382502	Forscher finden Meteoriten-Krater im Tschebarkul-See	Wissen	2013
382494	z00100382503	Bitterfeld lässt nach Deichbruch evakuieren	Wissen	2013
382497	z00100382506	Wir müssen offen über Drogen reden	Wissen	2013
382503	z00100382512	Gene, die Bastelmasse der Biohacker	Wissen	2013
382505	z00100382514	Wissenschaftler finden halben Dinosaurier im Harz	Wissen	2013
382517	z00100382526	Tuberkulose weltweit auf dem Rückzug	Wissen	2013
382520	z00100382529	Schwächelnder Schutz	Wissen	2013
382528	z00100382537	Das ewige Eis wird schmelzen	Wissen	2013
382529	z00100382538	Nächste Woche: Sex	Wissen	2013
382530	z00100382539	Knirschende Rücken, schwellendes Blut	Wissen	2013
382533	z00100382542	Teheran ordnet Feiertag gegen Luftverschmutzung an	Wissen	2013
382534	z00100382543	Der Stephen Hawking des Mittelalters	Wissen	2013
382538	z00100382547	Russische Wissenschaftler finden Teile des Meteoriten	Wissen	2013
382549	z00100382558	Das Hirn wirft mit	Wissen	2013
382554	z00100382563	Unter der Haut	Wissen	2013
382556	z00100382565	Pusher und Junkies	Wissen	2013
382557	z00100382566	Wirbel um den Wirbelstrom	Wissen	2013
382558	z00100382567	Scharfe Garnelen an Skorpion	Wissen	2013
382561	z00100382570	Sehen neugeborene Babys zunächst einmal alles auf dem Kopf?	Wissen	2013
382563	z00100382572	Mensch, was für eine Fehlkonstruktion!	Wissen	2013
382565	z00100382574	"""Bitte jetzt die Mücken fangen"""	Wissen	2013
382570	z00100382579	Deutsche geizen mit ihren Organen	Wissen	2013
382572	z00100382581	Sehnsucht nach dem Selbst	Wissen	2013
382573	z00100382582	Muttis Tunte, Papas Lesbe	Wissen	2013
382575	z00100382584	Warum sprechen die Menschen in Deutschland verschiedene Dialekte?	Wissen	2013
382579	z00100382588	Maven soll den Klimawandel auf dem Mars enträtseln	Wissen	2013
382585	z00100382594	Die Legende vom bösen Gluten	Wissen	2013
382587	z00100382596	Forscher finden Hinweise auf kosmische Geisterteilchen	Wissen	2013
382588	z00100382597	Im Zweifel den Keller volllaufen lassen	Wissen	2013
382589	z00100382598	Tatenlos sah ganz Deutschland dem Geiseldrama zu	Wissen	2013
382595	z00100382604	Die Illusion von der vermeidbaren Katastrophe	Wissen	2013
382596	z00100382605	"""Ich wusste sofort: Das ist fantastisch!"""	Wissen	2013
382600	z00100382609	Ein Herz für alle	Wissen	2013
382603	z00100382612	Opferzahlen nützen Rettern gar nichts	Wissen	2013
382604	z00100382613	Think big, not BIG	Wissen	2013
382606	z00100382615	Gericht stoppt gentechnisch veränderte Kartoffel	Wissen	2013
382611	z00100382620	Weinen und Hungern gegen die Tatenlosigkeit	Wissen	2013
382612	z00100382621	New York will Styropor-Verpackungen verbannen	Wissen	2013
382615	z00100382624	Orkantief Xaver nähert sich der Küste	Wissen	2013
382616	z00100382625	Wie ich mit meinem Opa und Harald Schmidt die WM-Eröffnung erlebte	Wissen	2013
382618	z00100382627	Patientenverband sieht Mängel im System	Wissen	2013
382621	z00100382630	Herz auf Bestellung	Wissen	2013
382622	z00100382631	Außen SUV, innen Van	Wissen	2013
382623	z00100382632	Zu Gast im Erbsenhirn-Paralleluniversum	Wissen	2013
382629	z00100382638	Bauchschmerzen inklusive	Wissen	2013
382634	z00100382643	Lebensmittelaufsicht findet Pferdefleisch in Hamburgern	Wissen	2013
382642	z00100382651	Norden wappnet sich gegen Orkantief Xaver	Wissen	2013
382646	z00100382655	Hugos Ahnenforschung	Wissen	2013
382648	z00100382657	Einst glänzte Mali im Überfluss der Macht	Wissen	2013
382649	z00100382658	Gegen das Verlangen	Wissen	2013
382652	z00100382661	Zecken schwimmen in die Haut	Wissen	2013
382653	z00100382662	Das Grab in der Vitrine	Wissen	2013
382654	z00100382663	Koalition will mit Massen-Gentests nach Verwandten fahnden	Wissen	2013
382661	z00100382670	Mehr als 40.000 Nazi-Zwangslager in Europa	Wissen	2013
382663	z00100382672	Im Trialog palavern	Wissen	2013
382667	z00100382676	Wie gefährlich sind die Masern?	Wissen	2013
382668	z00100382677	Göttinger Transplantationsarzt festgenommen	Wissen	2013
382669	z00100382678	Hässlichkeit überdauert bis in alle Zeit	Wissen	2013
382670	z00100382679	Großbritannien will umstrittene Befruchtungsmethode einführen	Wissen	2013
382671	z00100382680	Vom Verschwinden der Hundertjährigen	Wissen	2013
382672	z00100382681	Ein-Kind-Politik schadet der Persönlichkeitsentwicklung	Wissen	2013
382673	z00100382682	Wird Bier in grünen Flaschen schneller schlecht als in braunen?	Wissen	2013
382674	z00100382683	Süchtig nach einer anderen Realität	Wissen	2013
382679	z00100382688	Der Prototyp auf dem Grill	Wissen	2013
382682	z00100382691	Teleskop mit Infrarotblick stirbt den Wärmetod	Wissen	2013
382688	z00100382697	Das große Heldenopfer	Wissen	2013
382690	z00100382699	Der Nationale Aktionismusplan	Wissen	2013
382694	z00100382703	Die Tat und nicht das Wort	Wissen	2013
382699	z00100382708	So bunt war der Osten	Wissen	2013
382709	z00100382718	Zweischneidiges Skalpell	Wissen	2013
382716	z00100382725	EU-Kommission will Klonfleisch verbieten	Wissen	2013
382719	z00100382728	Soll man beim Hausputz zuerst Staub saugen und dann Staub wischen?	Wissen	2013
382721	z00100382730	Kein Kommentar	Wissen	2013
382723	z00100382732	Universum ist 80 Millionen Jahre älter als angenommen	Wissen	2013
382724	z00100382733	Zwei weiße Westen für Hitler	Wissen	2013
382725	z00100382734	China will am Samstag auf dem Mond landen	Wissen	2013
382733	z00100382742	Wagen verlängert, Motor geschrumpft	Wissen	2013
382734	z00100382743	An Gewehrschüssen vorbei zum Tanzsaal	Wissen	2013
382737	z00100382746	Vier Mann im Eiskanal	Wissen	2013
382738	z00100382747	Amerikaner fanden das Öl, das Scheichs heute reich macht	Wissen	2013
382740	z00100382749	Smog in Peking erreicht Rekordwerte	Wissen	2013
382746	z00100382755	Außerirdische Teilchen haben eine Botschaft für uns	Wissen	2013
382753	z00100382762	Pharmaindustrie soll Arzneistudien offenlegen	Wissen	2013
382754	z00100382763	Ist der Mensch das einzige Säugetier, das beim Sex die Missionarsstellung praktiziert?	Wissen	2013
382759	z00100382768	Große Koalition gegen Brandt	Wissen	2013
382760	z00100382769	Gericht verurteilt TÜV Rheinland im Brustimplantat-Skandal	Wissen	2013
382763	z00100382772	Bergung von Brennelementen in Fukushima hat begonnen	Wissen	2013
382769	z00100382778	Enthält die Luft im Sommer mehr Sauerstoff als im Winter?	Wissen	2013
382776	z00100382785	Sind die Knöpfe an vielen Fußgängerampeln wirkungslos?	Wissen	2013
382778	z00100382787	Stammzellforscher züchten Erbsenhirne im Labor	Wissen	2013
382782	z00100382791	Weg damit!	Wissen	2013
382789	z00100382798	"""Unsere Viren sind keine Biowaffen"""	Wissen	2013
382790	z00100382799	Retortenbaby nach komplettem Erbgut-Check geboren	Wissen	2013
382792	z00100382801	Heute noch normal, morgen schon verrückt	Wissen	2013
382793	z00100382802	Giftige Kosmetik	Wissen	2013
382795	z00100382804	Geheimnisse einer perfekten Jagdmaschine	Wissen	2013
382799	z00100382808	Jack the Ripper, Prototyp eines Serienkillers	Wissen	2013
382802	z00100382811	Arzneiaufsicht ruft Insulin-Pens NovoMix 30 zurück	Wissen	2013
382806	z00100382815	Unter falschem Etikett	Wissen	2013
382807	z00100382816	Baustopp am maroden Sarkophag von Tschernobyl	Wissen	2013
382813	z00100382822	Ein Königreich für Europa	Wissen	2013
382816	z00100382825	USA wollen sich vor Chinas Vogelgrippe schützen	Wissen	2013
382822	z00100382831	Lithium-Ionen-Akkus haben doch einen Memory-Effekt	Wissen	2013
382827	z00100382836	Gefährliche Mutanten	Wissen	2013
382830	z00100382839	Ungeimpfte Deutsche verhindern Ausrottung der Masern	Wissen	2013
382835	z00100382844	Behörden geben Entwarnung im Futtermittelskandal	Wissen	2013
382845	z00100382854	UN-Forscher befürchten Nahrungsnot durch Klimawandel	Wissen	2013
382846	z00100382855	Wo Menschen wirklich unterm Wetter ächzen	Wissen	2013
382849	z00100382858	Hunderttausende sterben durch verschmutzte Luft	Wissen	2013
382854	z00100382863	Diagnose Hochwasserdemenz	Wissen	2013
382855	z00100382864	EU zwingt Pharmaindustrie zu mehr Transparenz	Wissen	2013
